LATITUDE,LONGITUDE,MUNICIPIO,UF,
(-22.24,-45.46,"PEDRALVA","MG"),
(-15.6,-44.39,"PEDRAS DE MARIA DA CRUZ","MG"),
(-19.22,-47.46,"PEDRINOPOLIS","MG"),
(-19.61,-44.04,"PEDRO LEOPOLDO","MG"),
(-21.7,-43.74,"PEDRO TEIXEIRA","MG"),
(-21.83,-43.12,"PEQUERI","MG"),
(-19.63,-44.65,"PEQUI","MG"),
(-19.95,-45.08,"PERDIGAO","MG"),
(-19.35,-47.29,"PERDIZES","MG"),
(-21.09,-45.09,"PERDOES","MG"),
(-19.15,-42.23,"PERIQUITO","MG"),
(-18.35,-41.59,"PESCADOR","MG"),
(-21.5,-43.32,"PIAU","MG"),
(-19.75,-42.07,"PIEDADE DE CARATINGA","MG"),
(-20.24,-42.73,"PIEDADE DE PONTE NOVA","MG"),
(-21.46,-44.19,"PIEDADE DO RIO GRANDE","MG"),
(-20.47,-44.22,"PIEDADE DOS GERAIS","MG"),
(-20.48,-45.79,"PIMENTA","MG"),
(-19.72,-42.4,"PINGO DAGUA","MG"),
(-16.05,-45.15,"PINTOPOLIS","MG"),
(-20.5,-44.48,"PIRACEMA","MG"),
(-19.9,-48.7,"PIRAJUBA","MG"),
(-20.68,-43.3,"PIRANGA","MG"),
(-22.52,-45.49,"PIRANGUCU","MG"),
(-22.4,-45.53,"PIRANGUINHO","MG"),
(-21.65,-42.34,"PIRAPETINGA","MG"),
(-17.34,-44.94,"PIRAPORA","MG"),
(-21.27,-43.02,"PIRAUBA","MG"),
(-19.68,-44.89,"PITANGUI","MG"),
(-20.46,-45.95,"PIUI","MG"),
(-20.13,-48.7,"PLANURA","MG"),
(-21.78,-45.96,"POCO FUNDO","MG"),
(-21.78,-46.56,"POCOS DE CALDAS","MG"),
(-19.62,-41.63,"POCRANE","MG"),
(-19.22,-44.93,"POMPEU","MG"),
(-20.41,-42.9,"PONTE NOVA","MG"),
(-16.63,-45.06,"PONTO CHIQUE","MG"),
(-16.75,-41.5,"PONTO DOS VOLANTES","MG"),
(-15.74,-43.02,"PORTEIRINHA","MG"),
(-20.67,-43.08,"PORTO FIRME","MG"),
(-17.8,-41.78,"POTE","MG"),
(-22.23,-45.93,"POUSO ALEGRE","MG"),
(-22.19,-44.97,"POUSO ALTO","MG"),
(-21.05,-44.08,"PRADOS","MG"),
(-19.3,-48.92,"PRATA","MG"),
(-20.74,-46.86,"PRATAPOLIS","MG"),
(-19.75,-46.37,"PRATINHA","MG"),
(-20.76,-43.18,"PRESIDENTE BERNARDES","MG"),
(-18.63,-44.05,"PRESIDENTE JUSCELINO","MG"),
(-18.61,-43.56,"PRESIDENTE KUBITSCHEK","MG"),
(-18.41,-46.41,"PRESIDENTE OLEGARIO","MG"),
(-19.48,-44.15,"PRUDENTE DE MORAIS","MG"),
(-19.27,-45.55,"QUARTEL GERAL","MG"),
(-20.74,-43.88,"QUELUZITA","MG"),
(-19.96,-43.8,"RAPOSOS","MG"),
(-20.1,-42.45,"RAUL SOARES","MG"),
(-21.52,-42.46,"RECREIO","MG"),
(-20.21,-41.98,"REDUTO","MG"),
(-20.92,-44.23,"RESENDE COSTA","MG"),
(-19.32,-41.25,"RESPLENDOR","MG"),
(-21.06,-43.76,"RESSAQUINHA","MG"),
(-16.23,-45.99,"RIACHINHO","MG"),
(-16,-43.04,"RIACHO DOS MACHADOS","MG"),
(-19.76,-44.08,"RIBEIRAO DAS NEVES","MG"),
(-21.19,-45.06,"RIBEIRAO VERMELHO","MG"),
(-20.08,-43.78,"RIO ACIMA","MG"),
(-20.22,-42.65,"RIO CASCA","MG"),
(-16.6,-40.57,"RIO DO PRADO","MG"),
(-20.24,-42.9,"RIO DOCE","MG"),
(-20.85,-43.47,"RIO ESPERA","MG"),
(-20.26,-44.3,"RIO MANSO","MG"),
(-21.45,-43.12,"RIO NOVO","MG"),
(-19.19,-46.24,"RIO PARANAIBA","MG"),
(-15.61,-42.54,"RIO PARDO DE MINAS","MG"),
(-19.92,-43.17,"RIO PIRACICABA","MG"),
(-21.27,-43.17,"RIO POMBA","MG"),
(-22.08,-43.82,"RIO PRETO","MG"),
(-18.29,-43,"RIO VERMELHO","MG"),
(-21.02,-44.31,"RITAPOLIS","MG"),
(-21.63,-43.02,"ROCHEDO DE MINAS","MG"),
(-21.2,-42.86,"RODEIRO","MG"),
(-18.88,-47.58,"ROMARIA","MG"),
(-20.97,-42.51,"ROSARIO DA LIMEIRA","MG"),
(-16.4,-42.26,"RUBELITA","MG"),
(-16.37,-40.53,"RUBIM","MG"),
(-19.88,-43.8,"SABARA","MG"),
(-18.66,-43.08,"SABINOPOLIS","MG"),
(-19.86,-47.44,"SACRAMENTO","MG"),
(-16.17,-42.29,"SALINAS","MG"),
(-16,-39.94,"SALTO DA DIVISA","MG"),
(-19.95,-43.41,"SANTA BARBARA","MG"),
(-19.97,-42.14,"SANTA BARBARA DO LESTE","MG"),
(-21.95,-43.7,"SANTA BARBARA DO MONTE VERDE","MG"),
(-21.24,-43.55,"SANTA BARBARA DO TUGURIO","MG"),
(-21.12,-44.22,"SANTA CRUZ DE MINAS","MG"),
(-16.09,-41.74,"SANTA CRUZ DE SALINAS","MG"),
(-20.23,-42.81,"SANTA CRUZ DO ESCALVADO","MG"),
(-18.82,-42.44,"SANTA EFIGENIA DE MINAS","MG"),
(-16.69,-45.41,"SANTA FE DE MINAS","MG"),
(-16.98,-40.68,"SANTA HELENA DE MINAS","MG"),
(-19.3,-47.52,"SANTA JULIANA","MG"),
(-19.77,-43.85,"SANTA LUZIA","MG"),
(-20.38,-42.25,"SANTA MARGARIDA","MG"),
(-19.44,-43.11,"SANTA MARIA DE ITABIRA","MG"),
(-16.24,-40.14,"SANTA MARIA DO SALTO","MG"),
(-18.19,-42.41,"SANTA MARIA DO SUACUI","MG"),
(-22.02,-46.33,"SANTA RITA DE CALDAS","MG"),
(-21.56,-43.91,"SANTA RITA DE IBITIPOCA","MG"),
(-22.14,-44.09,"SANTA RITA DE JACUTINGA","MG"),
(-19.87,-42.13,"SANTA RITA DE MINAS","MG"),
(-19.36,-41.38,"SANTA RITA DO ITUETO","MG"),
(-22.25,-45.7,"SANTA RITA DO SAPUCAI","MG"),
(-19.53,-45.96,"SANTA ROSA DA SERRA","MG"),
(-18.83,-50.12,"SANTA VITORIA","MG"),
(-21.24,-45.5,"SANTANA DA VARGEM","MG"),
(-21.28,-42.55,"SANTANA DE CATAGUASES","MG"),
(-19,-44.04,"SANTANA DE PIRAPAMA","MG"),
(-21.95,-43.16,"SANTANA DO DESERTO","MG"),
(-21.6,-44.1,"SANTANA DO GARAMBEU","MG"),
(-20.89,-45.13,"SANTANA DO JACARE","MG"),
(-20.1,-41.92,"SANTANA DO MANHUACU","MG"),
(-19.36,-42.56,"SANTANA DO PARAISO","MG"),
(-19.16,-43.71,"SANTANA DO RIACHO","MG"),
(-20.78,-43.69,"SANTANA DOS MONTES","MG"),
(-20.94,-44.91,"SANTO ANTONIO DO AMPARO","MG"),
(-21.75,-42.81,"SANTO ANTONIO DO AVENTUREIRO","MG"),
(-20.31,-42.6,"SANTO ANTONIO DO GRAMA","MG"),
(-18.46,-43.3,"SANTO ANTONIO DO ITAMBE","MG"),
(-16.53,-40.17,"SANTO ANTONIO DO JACINTO","MG"),
(-20.08,-45.29,"SANTO ANTONIO DO MONTE","MG"),
(-15.33,-42.62,"SANTO ANTONIO DO RETIRO","MG"),
(-19.22,-43.25,"SANTO ANTONIO DO RIO ABAIXO","MG"),
(-18.29,-44.22,"SANTO HIPOLITO","MG"),
(-21.45,-43.55,"SANTOS DUMONT","MG"),
(-21.58,-45.07,"SAO BENTO ABADE","MG"),
(-20.62,-43.94,"SAO BRAS DO SUACUI","MG"),
(-19.52,-42.01,"SAO DOMINGOS DAS DORES","MG"),
(-19.86,-42.96,"SAO DOMINGOS DO PRATA","MG"),
(-18.59,-41.48,"SAO FELIX DE MINAS","MG"),
(-15.94,-44.86,"SAO FRANCISCO","MG"),
(-20.71,-44.98,"SAO FRANCISCO DE PAULA","MG"),
(-19.86,-49.77,"SAO FRANCISCO DE SALES","MG"),
(-20.78,-42.26,"SAO FRANCISCO DO GLORIA","MG"),
(-20.92,-42.83,"SAO GERALDO","MG"),
(-18.83,-42.28,"SAO GERALDO DA PIEDADE","MG"),
(-18.9,-41.36,"SAO GERALDO DO BAIXIO","MG"),
(-18.33,-45.83,"SAO GONCALO DO ABAETE","MG"),
(-19.98,-44.85,"SAO GONCALO DO PARA","MG"),
(-19.82,-43.36,"SAO GONCALO DO RIO ABAIXO","MG"),
(-18,-43.39,"SAO GONCALO DO RIO PRETO","MG"),
(-21.89,-45.59,"SAO GONCALO DO SAPUCAI","MG"),
(-19.31,-46.04,"SAO GOTARDO","MG"),
(-20.64,-46.5,"SAO JOAO BATISTA DO GLORIA","MG"),
(-16.85,-44.35,"SAO JOAO DA LAGOA","MG"),
(-21.93,-45.92,"SAO JOAO DA MATA","MG"),
(-15.92,-44,"SAO JOAO DA PONTE","MG"),
(-14.88,-44.09,"SAO JOAO DAS MISSOES","MG"),
(-21.13,-44.26,"SAO JOAO DEL REI","MG"),
(-20.39,-42.15,"SAO JOAO DO MANHUACU","MG"),
(-18.72,-41.16,"SAO JOAO DO MANTENINHA","MG"),
(-19.33,-42.15,"SAO JOAO DO ORIENTE","MG"),
(-16.54,-44.51,"SAO JOAO DO PACUI","MG"),
(-15.31,-42.01,"SAO JOAO DO PARAISO","MG"),
(-18.54,-42.76,"SAO JOAO EVANGELISTA","MG"),
(-21.54,-43.01,"SAO JOAO NEPOMUCENO","MG"),
(-20.04,-44.27,"SAO JOAQUIM DE BICAS","MG"),
(-20.71,-46.31,"SAO JOSE DA BARRA","MG"),
(-19.7,-43.95,"SAO JOSE DA LAPA","MG"),
(-18.32,-42.14,"SAO JOSE DA SAFIRA","MG"),
(-19.71,-44.55,"SAO JOSE DA VARGINHA","MG"),
(-22.32,-45.52,"SAO JOSE DO ALEGRE","MG"),
(-18.47,-41.38,"SAO JOSE DO DIVINO","MG"),
(-19.92,-42.7,"SAO JOSE DO GOIABAL","MG"),
(-18.27,-42.67,"SAO JOSE DO JACURI","MG"),
(-20,-41.74,"SAO JOSE DO MANTIMENTO","MG"),
(-22.11,-45.05,"SAO LOURENCO","MG"),
(-20.7,-42.71,"SAO MIGUEL DO ANTA","MG"),
(-21.12,-46.61,"SAO PEDRO DA UNIAO","MG"),
(-18.36,-42.6,"SAO PEDRO DO SUACUI","MG"),
(-20.17,-42.52,"SAO PEDRO DOS FERROS","MG"),
(-16.36,-45.06,"SAO ROMAO","MG"),
(-20.24,-46.36,"SAO ROQUE DE MINAS","MG"),
(-22.15,-45.75,"SAO SEBASTIAO DA BELA VISTA","MG"),
(-21.07,-42.63,"SAO SEBASTIAO DA VARGEM ALEGRE","MG"),
(-19.49,-41.98,"SAO SEBASTIAO DO ANTA","MG"),
(-18.08,-42.57,"SAO SEBASTIAO DO MARANHAO","MG"),
(-20.27,-45,"SAO SEBASTIAO DO OESTE","MG"),
(-20.91,-46.99,"SAO SEBASTIAO DO PARAISO","MG"),
(-19.29,-43.17,"SAO SEBASTIAO DO RIO PRETO","MG"),
(-22.21,-44.97,"SAO SEBASTIAO DO RIO VERDE","MG"),
(-21.72,-44.98,"SAO THOME DAS LETRAS","MG"),
(-20.91,-44.5,"SAO TIAGO","MG"),
(-20.78,-47.09,"SAO TOMAS DE AQUINO","MG"),
(-21.71,-44.44,"SAO VICENTE DE MINAS","MG"),
(-22.74,-45.74,"SAPUCAI-MIRIM","MG"),
(-18.78,-42.36,"SARDOA","MG"),
(-20.03,-44.14,"SARZEDO","MG"),
(-20.1,-42.83,"SEM-PEIXE","MG"),
(-22.58,-46.17,"SENADOR AMARAL","MG"),
(-21.8,-42.94,"SENADOR CORTES","MG"),
(-20.91,-43.09,"SENADOR FIRMINO","MG"),
(-22.16,-46.17,"SENADOR JOSE BENTO","MG"),
(-17.94,-43.22,"SENADOR MODESTINO GONCALVES","MG"),
(-20.79,-43.34,"SENHORA DE OLIVEIRA","MG"),
(-18.89,-43.08,"SENHORA DO PORTO","MG"),
(-21.02,-43.58,"SENHORA DOS REMEDIOS","MG"),
(-20.47,-42.48,"SERICITA","MG"),
(-21.9,-44.51,"SERITINGA","MG"),
(-18.36,-43.17,"SERRA AZUL DE MINAS","MG"),
(-19.43,-45.79,"SERRA DA SAUDADE","MG"),
(-19.11,-46.69,"SERRA DO SALITRE","MG"),
(-17.78,-40.24,"SERRA DOS AIMORES","MG"),
(-21.54,-46.04,"SERRANIA","MG"),
(-15.82,-42.87,"SERRANOPOLIS DE MINAS","MG"),
(-21.89,-44.51,"SERRANOS","MG"),
(-18.6,-43.37,"SERRO","MG"),
(-19.46,-44.24,"SETE LAGOAS","MG"),
(-17.72,-42.27,"SETUBINHA","MG"),
(-21.15,-43.21,"SILVEIRANIA","MG"),
(-22.02,-45.83,"SILVIANOPOLIS","MG"),
(-21.96,-43.31,"SIMAO PEREIRA","MG"),
(-20.12,-42,"SIMONESIA","MG"),
(-19.23,-42.09,"SOBRALIA","MG"),
(-22.06,-45.04,"SOLEDADE DE MINAS","MG"),
(-21.35,-43.24,"TABULEIRO","MG"),
(-15.8,-42.23,"TAIOBEIRAS","MG"),
(-19.75,-41.61,"TAPARUBA","MG"),
(-19.92,-46.82,"TAPIRA","MG"),
(-19.88,-46.02,"TAPIRAI","MG"),
(-19.67,-43.68,"TAQUARACU DE MINAS","MG"),
(-19.28,-42,"TARUMIRIM","MG"),
(-20.65,-42.85,"TEIXEIRAS","MG"),
(-17.85,-41.5,"TEOFILO OTONI","MG"),
(-19.58,-42.64,"TIMOTEO","MG"),
(-21.11,-44.17,"TIRADENTES","MG"),
(-19,-45.96,"TIROS","MG"),
(-21.17,-43.01,"TOCANTINS","MG"),
(-22.37,-46.09,"TOCOS DO MOJI","MG"),
(-22.74,-46.37,"TOLEDO","MG"),
(-20.9,-42.02,"TOMBOS","MG"),
(-21.69,-45.25,"TRES CORACOES","MG"),
(-18.2,-45.24,"TRES MARIAS","MG"),
(-21.36,-45.51,"TRES PONTAS","MG"),
(-18.97,-41.64,"TUMIRITINGA","MG"),
(-18.59,-48.7,"TUPACIGUARA","MG"),
(-17.28,-42.73,"TURMALINA","MG"),
(-21.87,-45.78,"TURVOLANDIA","MG"),
(-21.12,-42.94,"UBA","MG"),
(-16.28,-44.77,"UBAI","MG"),
(-19.63,-42.1,"UBAPORANGA","MG"),
(-19.74,-47.93,"UBERABA","MG"),
(-18.91,-48.27,"UBERLANDIA","MG"),
(-17.25,-40.57,"UMBURATIBA","MG"),
(-16.35,-46.9,"UNAI","MG"),
(-19.53,-50.33,"UNIAO DE MINAS","MG"),
(-16.06,-46.25,"URUANA DE MINAS","MG"),
(-20.35,-42.73,"URUCANIA","MG"),
(-16.13,-45.74,"URUCUIA","MG"),
(-19.6,-42.29,"VARGEM ALEGRE","MG"),
(-20.32,-46.36,"VARGEM BONITA","MG"),
(-15.4,-42.3,"VARGEM GRANDE DO RIO PARDO","MG"),
(-21.55,-45.43,"VARGINHA","MG"),
(-18.37,-46.03,"VARJAO DE MINAS","MG"),
(-17.59,-44.73,"VARZEA DA PALMA","MG"),
(-15.7,-44.02,"VARZELANDIA","MG"),
(-17.98,-46.9,"VAZANTE","MG"),
(-15.58,-43.6,"VERDELANDIA","MG"),
(-17.39,-42.73,"VEREDINHA","MG"),
(-19.66,-48.3,"VERISSIMO","MG"),
(-20.03,-42.26,"VERMELHO NOVO","MG"),
(-19.69,-43.92,"VESPASIANO","MG"),
(-20.75,-42.88,"VICOSA","MG"),
(-20.86,-42.24,"VIEIRAS","MG"),
(-16.8,-42.34,"VIRGEM DA LAPA","MG"),
(-22.33,-45.09,"VIRGINIA","MG"),
(-18.82,-42.7,"VIRGINOPOLIS","MG"),
(-18.47,-42.3,"VIRGOLANDIA","MG"),
(-21.01,-42.84,"VISCONDE DO RIO BRANCO","MG"),
(-21.77,-42.53,"VOLTA GRANDE","MG"),
(-22.53,-45.36,"WENCESLAU BRAZ","MG"),
(-20.44,-52.87,"AGUA CLARA","MS"),
(-18.32,-53.7,"ALCINOPOLIS","MS"),
(-23.1,-55.22,"AMAMBAI","MS"),
(-20.48,-55.8,"ANASTACIO","MS"),
(-22.18,-52.71,"ANAURILANDIA","MS"),
(-22.15,-53.77,"ANGELICA","MS"),
(-22.19,-55.94,"ANTONIO JOAO","MS"),
(-20.08,-51.09,"APARECIDA DO TABOADO","MS"),
(-20.47,-55.78,"AQUIDAUANA","MS"),
(-22.93,-55.63,"ARAL MOREIRA","MS"),
(-19.91,-54.36,"BANDEIRANTES","MS"),
(-21.71,-52.42,"BATAGUASSU","MS"),
(-22.29,-53.27,"BATAIPORA","MS"),
(-22.1,-56.52,"BELA VISTA","MS"),
(-20.53,-56.71,"BODOQUENA","MS"),
(-21.12,-56.48,"BONITO","MS"),
(-21.25,-52.03,"BRASILANDIA","MS"),
(-22.63,-54.82,"CAARAPO","MS"),
(-19.53,-54.04,"CAMAPUA","MS"),
(-20.44,-54.64,"CAMPO GRANDE","MS"),
(-22.01,-57.02,"CARACOL","MS"),
(-19.11,-51.73,"CASSILANDIA","MS"),
(-18.79,-52.62,"CHAPADAO DO SUL","MS"),
(-19.83,-54.82,"CORGUINHO","MS"),
(-23.27,-55.52,"CORONEL SAPUCAIA","MS"),
(-19,-57.65,"CORUMBA","MS"),
(-18.54,-53.12,"COSTA RICA","MS"),
(-18.5,-54.76,"COXIM","MS"),
(-22.27,-54.16,"DEODAPOLIS","MS"),
(-20.68,-55.29,"DOIS IRMAOS DO BURITI","MS"),
(-22.04,-54.61,"DOURADINA","MS"),
(-22.22,-54.8,"DOURADOS","MS"),
(-23.78,-54.28,"ELDORADO","MS"),
(-22.37,-54.51,"FATIMA DO SUL","MS"),
(-22.41,-54.23,"GLORIA DE DOURADOS","MS"),
(-21.45,-56.11,"GUIA LOPES DA LAGUNA","MS"),
(-23.68,-54.56,"IGUATEMI","MS"),
(-19.72,-51.93,"INOCENCIA","MS"),
(-22.07,-54.78,"ITAPORA","MS"),
(-23.47,-54.18,"ITAQUIRAI","MS"),
(-22.3,-53.81,"IVINHEMA","MS"),
(-23.89,-54.4,"JAPORA","MS"),
(-20.14,-54.39,"JARAGUARI","MS"),
(-21.48,-56.13,"JARDIM","MS"),
(-22.48,-54.3,"JATEI","MS"),
(-22.86,-54.6,"JUTI","MS"),
(-19,-57.6,"LADARIO","MS"),
(-22.54,-55.15,"LAGUNA CARAPA","MS"),
(-21.61,-55.16,"MARACAJU","MS"),
(-20.24,-56.37,"MIRANDA","MS"),
(-23.93,-54.27,"MUNDO NOVO","MS"),
(-23.06,-54.19,"NAVIRAI","MS"),
(-21.13,-55.83,"NIOAQUE","MS"),
(-21.46,-54.38,"NOVA ALVORADA DO SUL","MS"),
(-22.23,-53.34,"NOVA ANDRADINA","MS"),
(-22.66,-53.86,"NOVO HORIZONTE DO SUL","MS"),
(-19.67,-51.19,"PARANAIBA","MS"),
(-23.89,-55.43,"PARANHOS","MS"),
(-18.1,-54.55,"PEDRO GOMES","MS"),
(-22.53,-55.72,"PONTA PORA","MS"),
(-21.69,-57.88,"PORTO MURTINHO","MS"),
(-20.44,-53.75,"RIBAS DO RIO PARDO","MS"),
(-21.8,-54.54,"RIO BRILHANTE","MS"),
(-19.44,-54.98,"RIO NEGRO","MS"),
(-18.91,-54.84,"RIO VERDE DE MATO GROSSO","MS"),
(-19.95,-54.89,"ROCHEDO","MS"),
(-21.3,-52.83,"SANTA RITA DO PARDO","MS"),
(-19.39,-54.56,"SAO GABRIEL DO OESTE","MS"),
(-20.36,-51.41,"SELVIRIA","MS"),
(-23.97,-55.03,"SETE QUEDAS","MS"),
(-20.93,-54.96,"SIDROLANDIA","MS"),
(-17.57,-54.75,"SONORA","MS"),
(-23.63,-55.01,"TACURU","MS"),
(-22.48,-53.35,"TAQUARUSSU","MS"),
(-20.44,-54.86,"TERENOS","MS"),
(-20.75,-51.67,"TRES LAGOAS","MS"),
(-22.4,-54.43,"VICENTINA","MS"),
(-15.2,-56.36,"ACORIZAL","MT"),
(-14.05,-52.15,"AGUA BOA","MT"),
(-9.87,-56.08,"ALTA FLORESTA","MT"),
(-17.31,-53.21,"ALTO ARAGUAIA","MT"),
(-11.67,-51.38,"ALTO BOA VISTA","MT"),
(-16.94,-53.52,"ALTO GARCAS","MT"),
(-14.51,-56.48,"ALTO PARAGUAI","MT"),
(-17.82,-53.28,"ALTO TAQUARI","MT"),
(-9.54,-57.44,"APIACAS","MT"),
(-15.73,-51.83,"ARAGUAIANA","MT"),
(-16.85,-53.03,"ARAGUAINHA","MT"),
(-15.47,-58.35,"ARAPUTANGA","MT"),
(-14.45,-56.84,"ARENAPOLIS","MT"),
(-10.16,-59.45,"ARIPUANA","MT"),
(-16.27,-55.95,"BARAO DE MELGACO","MT"),
(-15.07,-57.18,"BARRA DO BUGRES","MT"),
(-15.89,-52.25,"BARRA DO GARCAS","MT"),
(-12.15,-57.97,"BRASNORTE","MT"),
(-16.07,-57.67,"CACERES","MT"),
(-14.51,-52.89,"CAMPINAPOLIS","MT"),
(-13.67,-57.89,"CAMPO NOVO DO PARECIS","MT"),
(-15.54,-55.16,"CAMPO VERDE","MT"),
(-13.89,-59.14,"CAMPOS DE JULIO","MT"),
(-11.05,-51.83,"CANABRAVA DO NORTE","MT"),
(-13.55,-52.16,"CANARANA","MT"),
(-9.95,-55.83,"CARLINDA","MT"),
(-11.13,-58.6,"CASTANHEIRA","MT"),
(-15.46,-55.75,"CHAPADA DOS GUIMARAES","MT"),
(-11.51,-54.89,"CLAUDIA","MT"),
(-14.39,-50.99,"COCALINHO","MT"),
(-10.81,-55.45,"COLIDER","MT"),
(-13.66,-59.78,"COMODORO","MT"),
(-10.64,-51.56,"CONFRESA","MT"),
(-9.85,-58.41,"COTRIGUACU","MT"),
(-15.59,-56.09,"CUIABA","MT"),
(-14.74,-57.05,"DENISE","MT"),
(-14.4,-56.44,"DIAMANTINO","MT"),
(-15.81,-54.91,"DOM AQUINO","MT"),
(-12.38,-54.92,"FELIZ NATAL","MT"),
(-15.44,-58.74,"FIGUEIROPOLIS DOESTE","MT"),
(-13.24,-53.08,"GAUCHA DO NORTE","MT"),
(-15.71,-52.75,"GENERAL CARNEIRO","MT"),
(-15.76,-58.35,"GLORIA DOESTE","MT"),
(-9.78,-54.91,"GUARANTA DO NORTE","MT"),
(-16.34,-53.75,"GUIRATINGA","MT"),
(-15.49,-58.57,"INDIAVAI","MT"),
(-11.06,-55.27,"ITAUBA","MT"),
(-17.2,-54.15,"ITIQUIRA","MT"),
(-15.96,-54.96,"JACIARA","MT"),
(-15.23,-56.48,"JANGADA","MT"),
(-15.34,-58.86,"JAURU","MT"),
(-11.25,-57.52,"JUARA","MT"),
(-11.37,-58.74,"JUINA","MT"),
(-10.31,-58.35,"JURUENA","MT"),
(-16.05,-54.88,"JUSCIMEIRA","MT"),
(-15.32,-58,"LAMBARI DOESTE","MT"),
(-13.05,-55.91,"LUCAS DO RIO VERDE","MT"),
(-11.22,-50.66,"LUCIARA","MT"),
(-11.13,-54.59,"MARCELANDIA","MT"),
(-10.05,-54.93,"MATUPA","MT"),
(-15.67,-58.09,"MIRASSOL DOESTE","MT"),
(-14.72,-56.32,"NOBRES","MT"),
(-14.45,-56.8,"NORTELANDIA","MT"),
(-15.77,-56.34,"NOSSA SENHORA DO LIVRAMENTO","MT"),
(-9.81,-57.86,"NOVA BANDEIRANTES","MT"),
(-14.95,-54.96,"NOVA BRASILANDIA","MT"),
(-10.55,-55.95,"NOVA CANAA DO NORTE","MT"),
(-10.31,-55.41,"NOVA GUARITA","MT"),
(-14.47,-59.6,"NOVA LACERDA","MT"),
(-14.36,-56.96,"NOVA MARILANDIA","MT"),
(-13.02,-57.07,"NOVA MARINGA","MT"),
(-9.98,-57.53,"NOVA MONTE VERDE","MT"),
(-13.83,-56.08,"NOVA MUTUM","MT"),
(-14.79,-57.28,"NOVA OLIMPIA","MT"),
(-12.99,-55.25,"NOVA UBIRATA","MT"),
(-14.67,-52.35,"NOVA XAVANTINA","MT"),
(-11.41,-57.35,"NOVO HORIZONTE DO NORTE","MT"),
(-9.95,-55.19,"NOVO MUNDO","MT"),
(-14.9,-53.01,"NOVO SAO JOAQUIM","MT"),
(-9.66,-56.47,"PARANAITA","MT"),
(-14.43,-54.05,"PARANATINGA","MT"),
(-16.62,-54.47,"PEDRA PRETA","MT"),
(-10.22,-54.98,"PEIXOTO DE AZEVEDO","MT"),
(-14.65,-54.77,"PLANALTO DA SERRA","MT"),
(-16.25,-56.62,"POCONE","MT"),
(-15.93,-52.31,"PONTAL DO ARAGUAIA","MT"),
(-16.76,-52.83,"PONTE BRANCA","MT"),
(-15.22,-59.33,"PONTES E LACERDA","MT"),
(-10.87,-51.63,"PORTO ALEGRE DO NORTE","MT"),
(-11.53,-57.41,"PORTO DOS GAUCHOS","MT"),
(-15.85,-58.46,"PORTO ESPERIDIAO","MT"),
(-15.32,-57.22,"PORTO ESTRELA","MT"),
(-15.83,-54.38,"POXOREO","MT"),
(-15.52,-54.34,"PRIMAVERA DO LESTE","MT"),
(-12.47,-52.37,"QUERENCIA","MT"),
(-15.08,-58.46,"RESERVA DO CABACAL","MT"),
(-12.94,-51.82,"RIBEIRAO CASCALHEIRA","MT"),
(-16.48,-52.69,"RIBEIRAOZINHO","MT"),
(-15.24,-58.11,"RIO BRANCO","MT"),
(-16.47,-54.63,"RONDONOPOLIS","MT"),
(-14.83,-56.42,"ROSARIO OESTE","MT"),
(-15.13,-58.12,"SALTO DO CEU","MT"),
(-11.91,-55.22,"SANTA CARMEM","MT"),
(-10.47,-50.5,"SANTA TEREZINHA","MT"),
(-14.49,-57,"SANTO AFONSO","MT"),
(-15.86,-56.07,"SANTO ANTONIO DO LEVERGER","MT"),
(-11.61,-50.66,"SAO FELIX DO ARAGUAIA","MT"),
(-16.46,-54.25,"SAO JOSE DO POVO","MT"),
(-13.44,-56.72,"SAO JOSE DO RIO CLARO","MT"),
(-10.8,-52.74,"SAO JOSE DO XINGU","MT"),
(-15.62,-58.17,"SAO JOSE DOS QUATRO MARCOS","MT"),
(-16,-54.92,"SAO PEDRO DA CIPA","MT"),
(-12.98,-58.76,"SAPEZAL","MT"),
(-11.86,-55.5,"SINOP","MT"),
(-12.54,-55.71,"SORRISO","MT"),
(-10.8,-56.62,"TABAPORA","MT"),
(-14.61,-57.48,"TANGARA DA SERRA","MT"),
(-12.77,-56.55,"TAPURAH","MT"),
(-10.51,-55.23,"TERRA NOVA DO NORTE","MT"),
(-16.07,-53.55,"TESOURO","MT"),
(-16.19,-52.55,"TORIXOREU","MT"),
(-11.53,-54.35,"UNIAO DO SUL","MT"),
(-15.64,-56.13,"VARZEA GRANDE","MT"),
(-12.3,-55.31,"VERA","MT"),
(-15,-59.95,"VILA BELA DA SANTISSIMA TRINDADE","MT"),
(-10.01,-51.11,"VILA RICA","MT"),
(-1.71,-48.88,"ABAETETUBA","PA"),
(-4.95,-48.39,"ABEL FIGUEIREDO","PA"),
(-1.96,-48.19,"ACARA","PA"),
(-0.15,-50.38,"AFUA","PA"),
(-6.79,-50.46,"AGUA AZUL DO NORTE","PA"),
(-1.94,-54.73,"ALENQUER","PA"),
(-1.52,-52.58,"ALMEIRIM","PA"),
(-3.2,-52.2,"ALTAMIRA","PA"),
(-0.98,-49.94,"ANAJAS","PA"),
(-1.36,-48.37,"ANANINDEUA","PA"),
(-3.47,-51.19,"ANAPU","PA"),
(-1.02,-46.64,"AUGUSTO CORREA","PA"),
(-2.13,-47.56,"AURORA DO PARA","PA"),
(-3.6,-55.33,"AVEIRO","PA"),
